OBJECTID,STD_ZIP5,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,LATITUDE,LONGITUDE,LAT,LON,x,y
8942,31512,AMBROSE,GA,31.569920859,-83.00611459,31.56992,-83.00611,-9240198.02539127,3706987.59886444
8943,31513,BAXLEY,GA,31.782305747,-82.35281779,31.78231,-82.35282,-9167474.13807142,3734768.79443807
8944,31516,BLACKSHEAR,GA,31.289844251,-82.26120581,31.28984,-82.26121,-9157275.73995669,3670448.45616584
8945,31518,BRISTOL,GA,31.507053104,-82.18247483,31.50705,-82.18247,-9148510.96066462,3698776.24371482
8946,31519,BROXTON,GA,31.641971936,-82.88471856,31.64197,-82.88472,-9226684.80813381,3716405.04543439
8947,31520,BRUNSWICK,GA,31.175092054,-81.4928958,31.17509,-81.4929,-9071747.80109355,3655509.2009161
8948,31522,SAINT SIMONS ISLAND,GA,31.177211264,-81.38261958,31.17721,-81.38262,-9059472.01430138,3655784.91234052
8949,31523,BRUNSWICK,GA,31.186005719,-81.58299562,31.18601,-81.58299,-9081777.18850271,3656929.26779916
8950,31525,BRUNSWICK,GA,31.246472143,-81.4918729,31.24647,-81.49187,-9071633.99483665,3664799.68509804
8951,31527,JEKYLL ISLAND,GA,31.072694412,-81.41102131,31.07269,-81.41102,-9062633.11013287,3642193.54706703
8952,31532,DENTON,GA,31.732670261,-82.74047981,31.73267,-82.74048,-9210627.93639291,3728270.31654073
8953,31533,DOUGLAS,GA,31.523472818,-82.84123942,31.52347,-82.84124,-9221844.64557968,3700920.41340878
8954,31535,DOUGLAS,GA,31.464373142,-82.86576323,31.46437,-82.86576,-9224574.29678716,3693204.75777498
8955,31537,FOLKSTON,GA,30.849207909,-82.01062049,30.84921,-82.01062,-9129380.47106504,3613181.48476995
8956,31539,HAZLEHURST,GA,31.853918651,-82.59051112,31.85392,-82.59051,-9193933.24003728,3744150.34262062
8957,31542,HOBOKEN,GA,31.180093217,-82.13928395,31.18009,-82.13928,-9143703.07163462,3656159.89979332
8958,31543,HORTENSE,GA,31.309182706,-81.82781642,31.30918,-81.82782,-9109031.23553141,3672967.89049144
8959,31544,JACKSONVILLE,GA,31.849714122,-82.97002278,31.84971,-82.97002,-9236180.8349195,3743599.4174445
8960,31545,JESUP,GA,31.644429137,-81.90788353,31.64443,-81.90788,-9117943.79300598,3716726.27712779
8961,31546,JESUP,GA,31.570569033,-81.86107114,31.57057,-81.86107,-9112732.48637149,3707072.0804026
8962,31548,KINGSLAND,GA,30.797141144,-81.66862257,30.79714,-81.66862,-9091309.73520583,3606432.10248599
8963,31549,LUMBER CITY,GA,31.930697037,-82.71660978,31.9307,-82.71661,-9207970.47565256,3754216.89811598
8964,31550,MANOR,GA,31.117418175,-82.58238252,31.11742,-82.58238,-9193028.73522213,3648007.5503008
8965,31551,MERSHON,GA,31.488943333,-82.26678847,31.48894,-82.26678,-9157896.57844164,3696411.84249392
8966,31552,MILLWOOD,GA,31.281192853,-82.61805562,31.28119,-82.61806,-9197000.06351084,3669321.4755204
8967,31553,NAHUNTA,GA,31.175595088,-81.96840767,31.17559,-81.96841,-9124681.2924196,3655574.46783009
8968,31554,NICHOLLS,GA,31.497139708,-82.64809148,31.49714,-82.64809,-9200343.75881815,3697481.80494654
8969,31555,ODUM,GA,31.688927137,-82.01990305,31.68893,-82.01991,-9130414.06953142,3722546.33104423
8970,31557,PATTERSON,GA,31.382629772,-82.11699077,31.38263,-82.11699,-9141221.4160963,3682541.18997452
8971,31558,SAINT MARYS,GA,30.768671485,-81.57566896,30.76867,-81.57567,-9080961.86017317,3602742.9743968
8972,31560,SCREVEN,GA,31.516717893,-82.04113894,31.51672,-82.04114,-9132777.67230824,3700038.19228113
8973,31562,SAINT GEORGE,GA,30.471057121,-82.10578337,30.47106,-82.10578,-9139973.79388635,3564244.7922706
8974,31563,SURRENCY,GA,31.739664614,-82.1860991,31.73966,-82.1861,-9148914.37826912,3729185.79582031
8975,31565,WAVERLY,GA,31.078281136,-81.63470561,31.07828,-81.6347,-9087533.74601811,3642919.65211546
8976,31566,WAYNESVILLE,GA,31.202014219,-81.80263927,31.20201,-81.80264,-9106228.54448907,3659012.51077524
8977,31567,WEST GREEN,GA,31.61866038,-82.72460541,31.61866,-82.7246,-9208860.54244106,3713357.25818029
8978,31568,WHITE OAK,GA,31.019824215,-81.79649534,31.01982,-81.79649,-9105544.00843489,3635324.06240924
8979,31569,WOODBINE,GA,30.898386109,-81.67013591,30.89839,-81.67014,-9091477.89665501,3619559.65081921
8980,31601,VALDOSTA,GA,30.80460277,-83.29235896,30.8046,-83.29236,-9272062.9238362,3607399.11301899
8981,31602,VALDOSTA,GA,30.869296433,-83.30086663,30.8693,-83.30087,-9273009.89369749,3615786.48228764
8982,31605,VALDOSTA,GA,30.916006499,-83.25569096,30.91601,-83.25569,-9267981.18653881,3621845.73251853
8983,31606,VALDOSTA,GA,30.788517789,-83.19299499,30.78852,-83.19299,-9261001.63658477,3605314.39903156
8984,31620,ADEL,GA,31.131014491,-83.42596657,31.13101,-83.42596,-9286935.87093639,3649775.50248468
8985,31622,ALAPAHA,GA,31.382360352,-83.2201905,31.38236,-83.22019,-9264029.39226039,3682506.12193959
8986,31624,AXSON,GA,31.304521716,-82.74100558,31.30452,-82.741,-9210686.5380898,3672360.53504307
8987,31625,BARNEY,GA,30.996648826,-83.52219173,30.99665,-83.52219,-9297648.09588693,3632313.93236077
8988,31626,BOSTON,GA,30.806527252,-83.79151827,30.80653,-83.79152,-9327629.24624262,3607648.54064311
8989,31629,DIXIE,GA,30.807490391,-83.68573853,30.80749,-83.68574,-9315853.6974047,3607773.37997464
8990,31630,DU PONT,GA,30.957862391,-82.87128534,30.95786,-82.87128,-9225189.19025471,3627278.04110167
8991,31631,FARGO,GA,30.705890994,-82.63385218,30.70589,-82.63385,-9198758.11519706,3594612.06249072
8992,31632,HAHIRA,GA,30.973943396,-83.3579081,30.97394,-83.35791,-9279360.11215736,3629365.70025668
8993,31634,HOMERVILLE,GA,31.040677084,-82.74545066,31.04068,-82.74545,-9211181.68017172,3638033.08669985
8994,31635,LAKELAND,GA,31.054331534,-83.08617161,31.05433,-83.08617,-9249110.58286584,3639807.04729676
8995,31636,LAKE PARK,GA,30.6982125,-83.18133236,30.69821,-83.18134,-9259703.90568715,3593617.89289689
8996,31637,LENOX,GA,31.292673373,-83.44996078,31.29267,-83.44996,-9289606.92044698,3670816.93370557
8997,31638,MORVEN,GA,30.923405299,-83.51127697,30.9234,-83.51128,-9296432.7470898,3622805.77488661
8998,31639,NASHVILLE,GA,31.19800315,-83.23338366,31.198,-83.23338,-9265497.8324877,3658490.48795311
8999,31641,NAYLOR,GA,30.945731723,-83.07614472,30.94573,-83.07614,-9247993.75293125,3625703.42938808
9000,31642,PEARSON,GA,31.310060104,-82.86146097,31.31006,-82.86146,-9224095.29146731,3673082.20784211
9001,31643,QUITMAN,GA,30.79162919,-83.54900233,30.79163,-83.549,-9300632.5371487,3605717.7691473
9002,31645,RAY CITY,GA,31.054716434,-83.20629706,31.05472,-83.2063,-9262482.81632591,3639857.11240758
9003,31647,SPARKS,GA,31.188293166,-83.42923262,31.18829,-83.42923,-9287299.37148655,3657226.85236377
9004,31648,STATENVILLE,GA,30.707404766,-83.0179188,30.70741,-83.01792,-9241512.74230734,3594808.13993734
9005,31649,STOCKTON,GA,30.943607166,-83.00407877,30.94361,-83.00408,-9239972.11150158,3625427.64524394
9006,31650,WILLACOOCHEE,GA,31.382229473,-83.0019231,31.38223,-83.00192,-9239731.75947394,3682488.96108394
9007,31701,ALBANY,GA,31.574574327,-84.16080951,31.57457,-84.16081,-9368738.77866719,3707595.43055492
9008,31705,ALBANY,GA,31.549837555,-84.0919852,31.54984,-84.09199,-9361077.24053947,3704363.72856247
9009,31707,ALBANY,GA,31.593179248,-84.19885591,31.59318,-84.19885,-9372973.39001941,3710026.81161367
9010,31709,AMERICUS,GA,32.063513213,-84.20691887,32.06351,-84.20692,-9373871.10044942,3771650.81031845
9011,31711,ANDERSONVILLE,GA,32.194870863,-84.12851621,32.19487,-84.12852,-9365143.6904425,3788917.61191681
9012,31712,ARABI,GA,31.833862741,-83.72644558,31.83386,-83.72645,-9320385.56385734,3741522.1757909
9013,31714,ASHBURN,GA,31.702610529,-83.65830232,31.70261,-83.6583,-9312799.61344498,3724336.56464532
9014,31716,BACONTON,GA,31.381399917,-84.12259544,31.3814,-84.1226,-9364484.63341601,3682380.77367426
9015,31719,AMERICUS,GA,32.08283748,-84.2584367,32.08284,-84.25844,-9379606.42544175,3774189.07758836
9016,31721,ALBANY,GA,31.584845986,-84.24584484,31.58485,-84.24584,-9378204.23066419,3708937.80196974
9017,31730,CAMILLA,GA,31.220697392,-84.22913897,31.2207,-84.22914,-9376345.11223492,3661444.19279085
9018,31733,CHULA,GA,31.573876494,-83.50286438,31.57388,-83.50286,-9295495.96886185,3707504.46572965
9019,31735,COBB,GA,31.963910037,-83.94904731,31.96391,-83.94905,-9345165.59910056,3758574.07391799
9020,31738,COOLIDGE,GA,31.001691032,-83.87655773,31.00169,-83.87656,-9337095.54749601,3632968.86010586
9021,31743,DE SOTO,GA,31.924340732,-84.03890251,31.92434,-84.0389,-9355167.80896923,3753383.32645734
9022,31744,DOERUN,GA,31.333975084,-83.91932362,31.33397,-83.91933,-9341856.72508656,3676198.51268532
9023,31749,ENIGMA,GA,31.418953475,-83.33858143,31.41895,-83.33858,-9277208.83449999,3687278.52133122
9024,31750,FITZGERALD,GA,31.723080036,-83.25130124,31.72308,-83.2513,-9267492.83884202,3727015.17131289
9025,31756,HARTSFIELD,GA,31.178149129,-83.9544515,31.17815,-83.95445,-9345766.90379786,3655906.76349571
9026,31757,THOMASVILLE,GA,30.869167213,-83.92568797,30.86917,-83.92569,-9342565.04154432,3615769.66129753
9027,31763,LEESBURG,GA,31.671339556,-84.16999712,31.67134,-84.17,-9369761.33624384,3720245.66701481
9028,31764,LESLIE,GA,31.968053761,-84.10060941,31.96805,-84.10061,-9362036.94991461,3759117.92445377
9029,31765,MEIGS,GA,31.087403824,-84.03512261,31.0874,-84.03513,-9354747.40523496,3644105.45902588
9030,31768,MOULTRIE,GA,31.176796759,-83.80151291,31.1768,-83.80151,-9328741.82967259,3655730.81185431
9031,31771,NORMAN PARK,GA,31.242255683,-83.67742264,31.24226,-83.67742,-9314927.96006648,3664250.84447424
9032,31772,OAKFIELD,GA,31.705628524,-83.95983763,31.70563,-83.95984,-9346366.50975974,3724731.62946739
9033,31773,OCHLOCKNEE,GA,30.967501879,-84.05358062,30.9675,-84.05358,-9356801.86276521,3628529.45537193
9034,31774,OCILLA,GA,31.583351773,-83.27085308,31.58335,-83.27085,-9269668.74627068,3708742.39365316
9035,31775,OMEGA,GA,31.334084032,-83.6025653,31.33408,-83.60256,-9306594.62539843,3676212.68179137
9036,31778,PAVO,GA,30.974856181,-83.73583746,30.97486,-83.73584,-9321431.05258118,3629484.07177726
9037,31779,PELHAM,GA,31.115799628,-84.17187372,31.1158,-84.17188,-9369970.26411507,3647796.99038218
9038,31780,PLAINS,GA,32.032853655,-84.38134153,32.03285,-84.38134,-9393287.80425971,3767623.75830579
9039,31781,POULAN,GA,31.531925222,-83.79043577,31.53193,-83.79044,-9327508.6456006,3702024.151293
9040,31783,REBECCA,GA,31.756190405,-83.46345153,31.75619,-83.46346,-9291109.33271119,3731349.31770852
9041,31784,SALE CITY,GA,31.264200662,-84.03188243,31.2642,-84.03188,-9354386.45267661,3667108.31278317
9042,31787,SMITHVILLE,GA,31.897285839,-84.24941517,31.89729,-84.24941,-9378601.70325127,3749835.28674205
9043,31788,MOULTRIE,GA,31.130817396,-83.72203953,31.13082,-83.72204,-9319894.66828004,3649749.95366058
9044,31789,SUMNER,GA,31.494188899,-83.73396503,31.49419,-83.73396,-9321222.12470996,3697096.5877814
9045,31790,SYCAMORE,GA,31.657333845,-83.59696432,31.65733,-83.59696,-9305971.23892165,3718413.88061562
9046,31791,SYLVESTER,GA,31.538756297,-83.8658359,31.53876,-83.86584,-9335902.28058967,3702916.23196641
9047,31792,THOMASVILLE,GA,30.833450294,-83.98397226,30.83345,-83.98397,-9349052.84666467,3611138.33352744
9048,31793,TIFTON,GA,31.458251507,-83.5600089,31.45825,-83.56001,-9301857.22821145,3692405.98054772
9049,31794,TIFTON,GA,31.456165008,-83.48812422,31.45617,-83.48812,-9293855.12068075,3692133.67646833
9050,31795,TY TY,GA,31.464741853,-83.65942822,31.46474,-83.65943,-9312925.30995933,3693253.04954812
9051,31796,WARWICK,GA,31.816247284,-83.90240594,31.81625,-83.9024,-9339972.97699732,3739214.40899915
9052,31798,WRAY,GA,31.628407565,-83.04895748,31.62841,-83.04896,-9244967.69599105,3714631.68996611
9053,31801,BOX SPRINGS,GA,32.520281666,-84.59221226,32.52028,-84.59221,-9416761.61559608,3831801.26462453
9054,31803,BUENA VISTA,GA,32.316625125,-84.51242841,32.31662,-84.51243,-9407880.48227793,3804944.54304746
9055,31804,CATAULA,GA,32.64734215,-84.90042134,32.64734,-84.90042,-9451071.64977323,3848587.6115395
9056,31805,CUSSETA,GA,32.289930707,-84.75241343,32.28993,-84.75241,-9434595.22366577,3801429.20072462
9057,31806,ELLAVILLE,GA,32.245083462,-84.29949241,32.24508,-84.29949,-9384176.51043594,3795524.73003738
9058,31807,ELLERSLIE,GA,32.635260162,-84.79237758,32.63526,-84.79238,-9439044.70801793,3846990.50331112
9059,31808,FORTSON,GA,32.634188473,-84.98843878,32.63419,-84.98844,-9460870.02742037,3846848.80629268
9060,31811,HAMILTON,GA,32.738821831,-84.92802723,32.73882,-84.92802,-9454144.4182642,3860688.16740559
9061,31812,JUNCTION CITY,GA,32.621869923,-84.41493871,32.62187,-84.41494,-9397028.1227864,3845220.16897885
9062,31815,LUMPKIN,GA,32.062162567,-84.8179155,32.06216,-84.81792,-9441887.31611461,3771473.42739909
9063,31816,MANCHESTER,GA,32.861459128,-84.61655977,32.86146,-84.61656,-9419472.58227231,3876929.21190493
9064,31820,MIDLAND,GA,32.564732525,-84.83538912,32.56473,-84.83539,-9443832.21389257,3837670.85817498
9065,31821,OMAHA,GA,32.13019525,-84.97484793,32.1302,-84.97485,-9459356.57426642,3780412.9847341
9066,31822,PINE MOUNTAIN,GA,32.865128183,-84.89996464,32.86513,-84.89996,-9451020.69171785,3877415.55605047
9067,31823,PINE MOUNTAIN VALLEY,GA,32.801929425,-84.81777664,32.80193,-84.81778,-9441872.02872025,3869042.82858603
9068,31824,PRESTON,GA,32.059833798,-84.54173109,32.05983,-84.54173,-9411142.64474116,3771167.27246025
9069,31825,RICHLAND,GA,32.092093423,-84.65777306,32.09209,-84.65778,-9424060.50254136,3775405.53118694
9070,31826,SHILOH,GA,32.808431081,-84.68867777,32.80843,-84.68867,-9427500.16883071,3869903.73123432
9071,31827,TALBOTTON,GA,32.679106974,-84.54538146,32.67911,-84.54538,-9411548.61033748,3852787.92159838
9072,31829,UPATOI,GA,32.567545225,-84.73738019,32.56755,-84.73738,-9432922.10196054,3838042.71705479
9073,31830,WARM SPRINGS,GA,32.896811841,-84.70326419,32.89681,-84.70326,-9429124.03099335,3881615.53627805
9074,31831,WAVERLY HALL,GA,32.676004911,-84.72890118,32.67601,-84.7289,-9431978.52934747,3852377.76188365
9075,31832,WESTON,GA,31.980178677,-84.61015195,31.98018,-84.61015,-9418759.16994223,3760709.07209385
9076,31833,WEST POINT,GA,32.87464933,-85.13332284,32.87465,-85.13332,-9476998.24037202,3878677.51614753
9077,31836,WOODLAND,GA,32.796239291,-84.55413092,32.79624,-84.55413,-9412522.75773925,3868289.0852575
9078,31901,COLUMBUS,GA,32.473007562,-84.98006993,32.47301,-84.98007,-9459938.34495343,3825561.58391056
9079,31903,COLUMBUS,GA,32.425541937,-84.9476222,32.42554,-84.94762,-9456326.2708216,3819300.02445856
9080,31904,COLUMBUS,GA,32.525982259,-84.97811266,32.52598,-84.97811,-9459720.07481658,3832553.69179634
9081,31905,FORT MOORE,GA,32.382528864,-84.94034373,32.38253,-84.94035,-9455516.03825307,3813629.07049291
9082,31906,COLUMBUS,GA,32.466337735,-84.95030312,32.46634,-84.9503,-9456624.37517842,3824681.75712877
9083,31907,COLUMBUS,GA,32.481694475,-84.90302604,32.48169,-84.90302,-9451361.26112083,3826707.77180954
9084,31909,COLUMBUS,GA,32.54469044,-84.92357155,32.54469,-84.92357,-9453648.42692589,3835023.84165344
9085,32003,FLEMING ISLAND,FL,30.095362769,-81.71485743,30.09536,-81.71486,-9096456.49512602,3515813.84643134
9086,32008,BRANFORD,FL,29.920283588,-82.88843339,29.92028,-82.88844,-9227098.41737165,3493307.23974118
9087,32009,BRYCEVILLE,FL,30.424280061,-81.95853597,30.42428,-81.95853,-9123582.29787119,3558204.51977358
9088,32011,CALLAHAN,FL,30.551967086,-81.81607312,30.55197,-81.81607,-9107723.31311178,3574699.28693184
9089,32024,LAKE CITY,FL,30.107705642,-82.71868282,30.10771,-82.71868,-9208201.48530326,3517401.98105284
9090,32025,LAKE CITY,FL,30.148110148,-82.62355967,30.14811,-82.62356,-9197612.40898656,3522602.17260193
9091,32033,ELKTON,FL,29.796712682,-81.41406211,29.79671,-81.41406,-9062971.98091174,3477445.85162332
9092,32034,FERNANDINA BEACH,FL,30.616553749,-81.48048856,30.61655,-81.48049,-9070366.83872774,3583050.90057189
9093,32038,FORT WHITE,FL,29.931322389,-82.70654129,29.93132,-82.70654,-9206850.24858107,3494724.99068705
9094,32040,GLEN SAINT MARY,FL,30.295336034,-82.19779502,30.29534,-82.19779,-9150216.35567134,3541569.27249414
9095,32043,GREEN COVE SPRINGS,FL,30.009271357,-81.7383361,30.00927,-81.73833,-9099069.7921961,3504741.67974434
9096,32044,HAMPTON,FL,29.861518482,-82.16030074,29.86152,-82.1603,-9146042.89389654,3485761.77494794
9097,32046,HILLIARD,FL,30.681780598,-81.94392246,30.68178,-81.94392,-9121955.88771673,3591490.79375329
9098,32052,JASPER,FL,30.501629745,-82.99971475,30.50163,-82.99972,-9239486.31168528,3568193.90281193
9099,32053,JENNINGS,FL,30.55240509,-83.13656292,30.5524,-83.13657,-9254720.21145513,3574755.74809186
9100,32054,LAKE BUTLER,FL,29.997710594,-82.40321846,29.99771,-82.40322,-9173084.61591712,3503255.64068414
9101,32055,LAKE CITY,FL,30.220141936,-82.66991216,30.22014,-82.66991,-9202772.75778831,3531878.59411652
9102,32058,LAWTEY,FL,30.05263187,-82.09496574,30.05263,-82.09496,-9138769.48609027,3510316.91197208
9103,32059,LEE,FL,30.414376274,-83.28364887,30.41438,-83.28365,-9271093.02293904,3556926.15152105
9104,32060,LIVE OAK,FL,30.278091414,-83.0510514,30.27809,-83.05105,-9245200.40426586,3539346.22303328
9105,32061,LULU,FL,30.070400493,-82.52863258,30.0704,-82.52863,-9187045.41456065,3512602.35126418
9106,32062,MC ALPIN,FL,30.137884403,-82.97746166,30.13788,-82.97746,-9237008.90276289,3521285.90539241
9107,32063,MACCLENNY,FL,30.280527303,-82.13055894,30.28053,-82.13056,-9142732.32136975,3539660.19490378
9108,32064,LIVE OAK,FL,30.293096222,-82.98699609,30.2931,-82.987,-9238070.52813748,3541280.58092211
9109,32065,ORANGE PARK,FL,30.156194259,-81.81112936,30.15619,-81.81113,-9107172.96646986,3523643.05576693
9110,32066,MAYO,FL,30.084880773,-83.19751025,30.08488,-83.19751,-9261504.42241952,3514465.15531634
9111,32068,MIDDLEBURG,FL,30.090888353,-81.85160091,30.09089,-81.8516,-9111678.50463841,3515238.13216904
9112,32071,O BRIEN,FL,30.044859937,-82.94694977,30.04486,-82.94695,-9233612.55077608,3509317.59053736
9113,32073,ORANGE PARK,FL,30.171197936,-81.74293867,30.1712,-81.74294,-9099581.92029648,3525574.77202926
9114,32080,SAINT AUGUSTINE,FL,29.82822757,-81.27309525,29.82823,-81.27309,-9047279.4589774,3481489.20784548
9115,32081,PONTE VEDRA,FL,30.096177704,-81.41943435,30.09618,-81.41943,-9063569.88836083,3515918.63611606
9116,32082,PONTE VEDRA BEACH,FL,30.194641131,-81.38129241,30.19464,-81.38129,-9059324.23600755,3528593.75969571
9117,32083,RAIFORD,FL,30.070930441,-82.22084419,30.07093,-82.22084,-9152782.09193427,3512670.5576775
9118,32084,SAINT AUGUSTINE,FL,29.905456867,-81.34572535,29.90546,-81.34573,-9055364.79797631,3491402.94327565
9119,32086,SAINT AUGUSTINE,FL,29.816646391,-81.32237964,29.81665,-81.32238,-9052765.93904417,3480003.17588449
9120,32087,SANDERSON,FL,30.343734781,-82.27967739,30.34373,-82.27968,-9159331.89599974,3547810.70267377
9121,32091,STARKE,FL,29.94458057,-82.11331423,29.94458,-82.11331,-9140812.05336307,3496428.11653065
9122,32092,SAINT AUGUSTINE,FL,29.982093661,-81.51301407,29.98209,-81.51302,-9073987.40598012,3501248.377455
9123,32094,WELLBORN,FL,30.181938186,-82.82808334,30.18194,-82.82809,-9220380.45185699,3526957.80215717
9124,32095,SAINT AUGUSTINE,FL,30.018399288,-81.40983126,30.0184,-81.40983,-9062500.61923341,3505915.23595584
9125,32096,WHITE SPRINGS,FL,30.343343246,-82.76040689,30.34334,-82.76041,-9212846.30875641,3547760.26699803
9126,32097,YULEE,FL,30.626013249,-81.59752772,30.62601,-81.59753,-9083395.10553661,3584274.4396611
9127,32102,ASTOR,FL,29.165603981,-81.53686604,29.1656,-81.53687,-9076642.31872864,3396740.59936737
9128,32110,BUNNELL,FL,29.449568083,-81.31644201,29.44957,-81.31644,-9052105.18339358,3432991.32868601
9129,32112,CRESCENT CITY,FL,29.432735375,-81.56102572,29.43274,-81.56103,-9079332.05288181,3430839.70075014
9130,32113,CITRA,FL,29.387484458,-82.11222176,29.38748,-82.11222,-9140690.60335334,3425057.06328684
9131,32114,DAYTONA BEACH,FL,29.199703181,-81.04089936,29.1997,-81.0409,-9021431.85323087,3401088.41683422
9132,32117,DAYTONA BEACH,FL,29.233311091,-81.06094123,29.23331,-81.06094,-9023662.96521954,3405374.90540027
9133,32118,DAYTONA BEACH,FL,29.206220266,-81.00013998,29.20622,-81.00014,-9016894.04164951,3401919.57432791
9134,32119,DAYTONA BEACH,FL,29.163223645,-81.02475082,29.16322,-81.02475,-9019633.88449033,3396437.14755137
9135,32124,DAYTONA BEACH,FL,29.203760649,-81.12373073,29.20376,-81.12373,-9030652.70680693,3401605.78605014
9136,32127,PORT ORANGE,FL,29.111208971,-80.98389775,29.11121,-80.98389,-9015085.88127562,3389808.18812788
9137,32128,PORT ORANGE,FL,29.086610025,-81.04181062,29.08661,-81.04181,-9021532.91997393,3386674.27350011
9138,32129,PORT ORANGE,FL,29.138362628,-81.02543238,29.13836,-81.02543,-9019709.47220569,3393268.34415925
9139,32130,DE LEON SPRINGS,FL,29.135866617,-81.33510798,29.13587,-81.33511,-9054182.5719597,3392950.14464033
9140,32131,EAST PALATKA,FL,29.675231872,-81.59436237,29.67523,-81.59436,-9083042.64598751,3461871.87384967
9141,32132,EDGEWATER,FL,28.978739105,-80.91330056,28.97874,-80.9133,-9007227.30553412,3372940.23686657
9142,32134,FORT MC COY,FL,29.390963056,-81.85845289,29.39096,-81.85845,-9112441.17628846,3425501.54650586
9143,32136,FLAGLER BEACH,FL,29.46284306,-81.13197609,29.46284,-81.13197,-9031569.95113592,3434688.50162273
9144,32137,PALM COAST,FL,29.578382566,-81.21663712,29.57838,-81.21664,-9040994.63671087,3449469.15613885
9145,32139,GEORGETOWN,FL,29.390019249,-81.6121462,29.39002,-81.61214,-9085022.36494747,3425380.92039391
9146,32140,FLORAHOME,FL,29.766999263,-81.86791221,29.767,-81.86791,-9113494.30865382,3473634.91337045
9147,32141,EDGEWATER,FL,28.944773809,-80.89355696,28.94477,-80.89355,-9005029.31632598,3368618.9584731
9148,32145,HASTINGS,FL,29.660158589,-81.45865463,29.66016,-81.45866,-9067936.1412448,3459940.71437548
9149,32148,INTERLACHEN,FL,29.635783654,-81.88231346,29.63578,-81.88232,-9115097.78766109,3456818.67859836
9150,32159,LADY LAKE,FL,28.932014228,-81.93747569,28.93201,-81.93748,-9121238.22899334,3366995.84208338
9151,32162,THE VILLAGES,FL,28.912738425,-81.99381032,28.91274,-81.99381,-9127509.46248963,3364544.32059262
9152,32163,THE VILLAGES,FL,28.825616265,-81.99134385,28.82562,-81.99134,-9127234.28916867,3353469.63286356
9153,32164,PALM COAST,FL,29.499849322,-81.22370865,29.49985,-81.22371,-9041781.93802089,3439420.78847305
9154,32168,NEW SMYRNA BEACH,FL,29.02582361,-80.97782273,29.02582,-80.97782,-9014409.83823067,3378933.21041673
9155,32169,NEW SMYRNA BEACH,FL,29.010683927,-80.88296553,29.01068,-80.88297,-9003850.48744628,3377005.81935636
9156,32174,ORMOND BEACH,FL,29.29490463,-81.10735889,29.2949,-81.10736,-9028830.10829509,3413234.60920323
9157,32176,ORMOND BEACH,FL,29.32561855,-81.05954241,29.32562,-81.05954,-9023506.69391649,3417155.64465341
9158,32177,PALATKA,FL,29.656692684,-81.66698611,29.65669,-81.66698,-9091127.13561869,3459496.75729683
9159,32179,OCKLAWAHA,FL,29.083974331,-81.88915532,29.08397,-81.88915,-9115858.76079835,3386338.49792328
9160,32180,PIERSON,FL,29.228929349,-81.45555803,29.22893,-81.45556,-9067591.3253372,3404816.02529819
9161,32181,POMONA PARK,FL,29.489285401,-81.60110018,29.48928,-81.6011,-9083792.57812371,3438069.61041677
9162,32187,SAN MATEO,FL,29.597550887,-81.58005487,29.59755,-81.58006,-9081450.20786997,3451923.00894949
9163,32189,SATSUMA,FL,29.564719522,-81.63916066,29.56472,-81.63916,-9088029.73735642,3447720.49058077
9164,32190,SEVILLE,FL,29.326856198,-81.51143161,29.32686,-81.51143,-9073810.75152171,3417313.69904922
9165,32193,WELAKA,FL,29.481216602,-81.67094166,29.48122,-81.67094,-9091567.92250833,3437037.84346527
9166,32195,WEIRSDALE,FL,28.976507616,-81.90875861,28.97651,-81.90876,-9118041.46261213,3372656.26589969
9167,32202,JACKSONVILLE,FL,30.327767503,-81.65871194,30.32777,-81.65871,-9090206.49404148,3545751.36630766
9168,32204,JACKSONVILLE,FL,30.317988236,-81.6836714,30.31799,-81.68367,-9092984.55542385,3544490.0009658
9169,32205,JACKSONVILLE,FL,30.305650084,-81.7204895,30.30565,-81.72049,-9097083.27873969,3542899.20725909
9170,32206,JACKSONVILLE,FL,30.350702156,-81.64951962,30.3507,-81.64952,-9089183.08720844,3548709.4767374
9171,32207,JACKSONVILLE,FL,30.294071868,-81.63442914,30.29407,-81.63443,-9087503.17122941,3541406.23724597
9172,32208,JACKSONVILLE,FL,30.39413996,-81.68622495,30.39414,-81.68623,-9093269.07101043,3554314.17279561
9173,32209,JACKSONVILLE,FL,30.359559195,-81.69314098,30.35956,-81.69314,-9094038.53715692,3549852.16603471
9174,32210,JACKSONVILLE,FL,30.2661044,-81.75523539,30.2661,-81.75523,-9100950.99240484,3537801.06378617
9175,32211,JACKSONVILLE,FL,30.334463523,-81.58345952,30.33446,-81.58346,-9081828.99581448,3546614.81498949
9176,32212,JACKSONVILLE,FL,30.204009125,-81.68522552,30.20401,-81.68523,-9093157.81263404,3529800.47508053
9177,32216,JACKSONVILLE,FL,30.282784343,-81.57969817,30.28278,-81.5797,-9081410.29070432,3539951.06222018
9178,32217,JACKSONVILLE,FL,30.240085926,-81.6161736,30.24009,-81.61617,-9085470.79558994,3534448.09010886
9179,32218,JACKSONVILLE,FL,30.458196573,-81.65880876,30.4582,-81.65881,-9090216.68567482,3562583.76696799
9180,32219,JACKSONVILLE,FL,30.413001955,-81.77330128,30.413,-81.7733,-9102962.13552123,3556748.63790621
9181,32220,JACKSONVILLE,FL,30.32936692,-81.82159904,30.32937,-81.8216,-9108339.05583572,3545957.50621235
